=== DECK CARDS ===
ID=   11 | Mist Energy                    | Stage=Special Energy            | HP=  n/a | Type={C}   | Prev=n/a                  | Move=n/a                       | Cost=n/a          | Dmg=n/a      | Eff=As long as this card is attached to a Pok├⌐mon, it provides {C} Energy.  Prevent 
ID=   12 | Legacy Energy                  | Stage=Special Energy            | HP=  n/a | Type={A}   | Prev=n/a                  | Move=n/a                       | Cost=n/a          | Dmg=n/a      | Eff=As long as this card is attached to a Pok├⌐mon, it provides every type of Energy 
ID=   19 | Telepath Psychic Energy        | Stage=Special Energy            | HP=  n/a | Type={P}   | Prev=n/a                  | Move=n/a                       | Cost=n/a          | Dmg=n/a      | Eff=As long as this card is attached to a Pok├⌐mon, it provides {P} Energy. When you 
ID=   65 | Dunsparce                      | Stage=Basic Pok├⌐mon             | HP=   60 | Type={C}   | Prev=n/a                  | Move=Gnaw                      | Cost=ΓùÅ            | Dmg=10       | Eff=n/a
ID=   65 | Dunsparce                      | Stage=Basic Pok├⌐mon             | HP=   60 | Type={C}   | Prev=n/a                  | Move=Dig                       | Cost=ΓùÅΓùÅ           | Dmg=30       | Eff=Flip a coin. If heads, during your opponentΓÇÖs next turn, prevent all damage from
ID=   66 | Dudunsparce                    | Stage=Stage 1 Pok├⌐mon           | HP=  140 | Type={C}   | Prev=Dunsparce            | Move=[Ability] Run Away Draw   | Cost=n/a          | Dmg=n/a      | Eff=Once during your turn, you may draw 3 cards. If you drew any cards in this way, 
ID=   66 | Dudunsparce                    | Stage=Stage 1 Pok├⌐mon           | HP=  140 | Type={C}   | Prev=Dunsparce            | Move=Land Crush                | Cost=ΓùÅΓùÅΓùÅ          | Dmg=90       | Eff=n/a
ID=  304 | HopΓÇÖs Snorlax                  | Stage=Basic Pok├⌐mon             | HP=  150 | Type={C}   | Prev=n/a                  | Move=[Ability] Extra Helpings  | Cost=n/a          | Dmg=n/a      | Eff=Attacks used by your HopΓÇÖs Pok├⌐mon do 30 more damage to your opponentΓÇÖs Active P
ID=  304 | HopΓÇÖs Snorlax                  | Stage=Basic Pok├⌐mon             | HP=  150 | Type={C}   | Prev=n/a                  | Move=Dynamic Press             | Cost=ΓùÅΓùÅΓùÅ          | Dmg=140      | Eff=This Pok├⌐mon also does 80 damage to itself.
ID=  878 | Hop's Phantump                 | Stage=Basic Pok├⌐mon             | HP=   70 | Type={P}   | Prev=n/a                  | Move=Splashing Dodge           | Cost=ΓùÅ            | Dmg=10       | Eff=Flip a coin. If heads, during your opponentΓÇÖs next turn, prevent all damage from
ID=  879 | Hop's Trevenant                | Stage=Stage 1 Pok├⌐mon           | HP=  140 | Type={P}   | Prev=Hop's Phantump       | Move=Horrifying Revenge        | Cost=ΓùÅ            | Dmg=30       | Eff=If any of your HopΓÇÖs Pok├⌐mon were Knocked Out by damage from an attack during yo
ID=  879 | Hop's Trevenant                | Stage=Stage 1 Pok├⌐mon           | HP=  140 | Type={P}   | Prev=Hop's Phantump       | Move=Corner                    | Cost={P}ΓùÅΓùÅ        | Dmg=90       | Eff=During your opponentΓÇÖs next turn, the Defending Pok├⌐mon canΓÇÖt retreat.
ID= 1086 | Buddy-Buddy Poffin             | Stage=Item                      | HP=  n/a | Type=n/a   | Prev=n/a                  | Move=n/a                       | Cost=n/a          | Dmg=n/a      | Eff=Search your deck for up to 2 Basic Pok├⌐mon with 70 HP or less and put them onto 
ID= 1097 | Night Stretcher                | Stage=Item                      | HP=  n/a | Type=n/a   | Prev=n/a                  | Move=n/a                       | Cost=n/a          | Dmg=n/a      | Eff=Put a Pok├⌐mon or a Basic Energy card from your discard pile into your hand.
ID= 1115 | HopΓÇÖs Bag                      | Stage=Item                      | HP=  n/a | Type=n/a   | Prev=n/a                  | Move=n/a                       | Cost=n/a          | Dmg=n/a      | Eff=Search your deck for up to 2 Basic HopΓÇÖs Pok├⌐mon and put them onto your Bench. T
ID= 1122 | Pok├⌐gear 3.0                   | Stage=Item                      | HP=  n/a | Type=n/a   | Prev=n/a                  | Move=n/a                       | Cost=n/a          | Dmg=n/a      | Eff=Look at the top 7 cards of your deck. You may reveal a Supporter card you find t
ID= 1152 | Pok├⌐ Pad                       | Stage=Item                      | HP=  n/a | Type=n/a   | Prev=n/a                  | Move=n/a                       | Cost=n/a          | Dmg=n/a      | Eff=Search your deck for a Pok├⌐mon that doesnΓÇÖt have a Rule Box, reveal it, and put 
ID= 1171 | HopΓÇÖs Choice Band              | Stage=Pok├⌐mon Tool              | HP=  n/a | Type=n/a   | Prev=n/a                  | Move=n/a                       | Cost=n/a          | Dmg=n/a      | Eff=Attacks used by the HopΓÇÖs Pok├⌐mon this card is attached to cost {C} less and do 
ID= 1182 | BossΓÇÖs Orders                  | Stage=Supporter                 | HP=  n/a | Type=n/a   | Prev=n/a                  | Move=n/a                       | Cost=n/a          | Dmg=n/a      | Eff=Switch in 1 of your opponentΓÇÖs Benched Pok├⌐mon to the Active Spot.
ID= 1194 | ColressΓÇÖs Tenacity             | Stage=Supporter                 | HP=  n/a | Type=n/a   | Prev=n/a                  | Move=n/a                       | Cost=n/a          | Dmg=n/a      | Eff=Search your deck for a Stadium card and an Energy card, reveal them, and put the
ID= 1210 | BrockΓÇÖs Scouting               | Stage=Supporter                 | HP=  n/a | Type=n/a   | Prev=n/a                  | Move=n/a                       | Cost=n/a          | Dmg=n/a      | Eff=Search your deck for up to 2 Basic Pok├⌐mon or 1 Evolution Pok├⌐mon, reveal them, 
ID= 1227 | Lillie's Determination         | Stage=Supporter                 | HP=  n/a | Type=n/a   | Prev=n/a                  | Move=n/a                       | Cost=n/a          | Dmg=n/a      | Eff=Shuffle your hand into your deck. Then, draw 6 cards. If you have exactly 6 Priz
ID= 1255 | Postwick                       | Stage=Stadium                   | HP=  n/a | Type=n/a   | Prev=n/a                  | Move=n/a                       | Cost=n/a          | Dmg=n/a      | Eff=Attacks used by HopΓÇÖs Pok├⌐mon (both yours and your opponentΓÇÖs) do 30 more damage

=== EVOLUTION LINES FOR DECK POKEMON ===
ID=   11 | Mist Energy                    | Stage=Special Energy            | HP=  n/a | Prev=n/a                  | Move=n/a                       | Cost=n/a          | Dmg=n/a     
ID=   12 | Legacy Energy                  | Stage=Special Energy            | HP=  n/a | Prev=n/a                  | Move=n/a                       | Cost=n/a          | Dmg=n/a     
ID=   19 | Telepath Psychic Energy        | Stage=Special Energy            | HP=  n/a | Prev=n/a                  | Move=n/a                       | Cost=n/a          | Dmg=n/a     
ID=   65 | Dunsparce                      | Stage=Basic Pok├⌐mon             | HP=   60 | Prev=n/a                  | Move=Gnaw                      | Cost=ΓùÅ            | Dmg=10      
ID=   65 | Dunsparce                      | Stage=Basic Pok├⌐mon             | HP=   60 | Prev=n/a                  | Move=Dig                       | Cost=ΓùÅΓùÅ           | Dmg=30      
ID=   66 | Dudunsparce                    | Stage=Stage 1 Pok├⌐mon           | HP=  140 | Prev=Dunsparce            | Move=[Ability] Run Away Draw   | Cost=n/a          | Dmg=n/a     
ID=   66 | Dudunsparce                    | Stage=Stage 1 Pok├⌐mon           | HP=  140 | Prev=Dunsparce            | Move=Land Crush                | Cost=ΓùÅΓùÅΓùÅ          | Dmg=90      
ID=  304 | HopΓÇÖs Snorlax                  | Stage=Basic Pok├⌐mon             | HP=  150 | Prev=n/a                  | Move=[Ability] Extra Helpings  | Cost=n/a          | Dmg=n/a     
ID=  304 | HopΓÇÖs Snorlax                  | Stage=Basic Pok├⌐mon             | HP=  150 | Prev=n/a                  | Move=Dynamic Press             | Cost=ΓùÅΓùÅΓùÅ          | Dmg=140     
ID=  305 | Dunsparce                      | Stage=Basic Pok├⌐mon             | HP=   70 | Prev=n/a                  | Move=Trading Places            | Cost=ΓùÅ            | Dmg=n/a     
ID=  305 | Dunsparce                      | Stage=Basic Pok├⌐mon             | HP=   70 | Prev=n/a                  | Move=Ram                       | Cost=ΓùÅΓùÅ           | Dmg=20      
ID=  306 | Dudunsparce ex                 | Stage=Stage 1 Pok├⌐mon           | HP=  270 | Prev=Dunsparce            | Move=Tenacious Tail            | Cost=ΓùÅ            | Dmg=60├ù     
ID=  306 | Dudunsparce ex                 | Stage=Stage 1 Pok├⌐mon           | HP=  270 | Prev=Dunsparce            | Move=Destructive Drill         | Cost=ΓùÅΓùÅΓùÅ          | Dmg=150     
ID=  878 | Hop's Phantump                 | Stage=Basic Pok├⌐mon             | HP=   70 | Prev=n/a                  | Move=Splashing Dodge           | Cost=ΓùÅ            | Dmg=10      
ID=  879 | Hop's Trevenant                | Stage=Stage 1 Pok├⌐mon           | HP=  140 | Prev=Hop's Phantump       | Move=Horrifying Revenge        | Cost=ΓùÅ            | Dmg=30      
ID=  879 | Hop's Trevenant                | Stage=Stage 1 Pok├⌐mon           | HP=  140 | Prev=Hop's Phantump       | Move=Corner                    | Cost={P}ΓùÅΓùÅ        | Dmg=90      
ID= 1086 | Buddy-Buddy Poffin             | Stage=Item                      | HP=  n/a | Prev=n/a                  | Move=n/a                       | Cost=n/a          | Dmg=n/a     
ID= 1097 | Night Stretcher                | Stage=Item                      | HP=  n/a | Prev=n/a                  | Move=n/a                       | Cost=n/a          | Dmg=n/a     
ID= 1115 | HopΓÇÖs Bag                      | Stage=Item                      | HP=  n/a | Prev=n/a                  | Move=n/a                       | Cost=n/a          | Dmg=n/a     
ID= 1122 | Pok├⌐gear 3.0                   | Stage=Item                      | HP=  n/a | Prev=n/a                  | Move=n/a                       | Cost=n/a          | Dmg=n/a     
ID= 1152 | Pok├⌐ Pad                       | Stage=Item                      | HP=  n/a | Prev=n/a                  | Move=n/a                       | Cost=n/a          | Dmg=n/a     
ID= 1171 | HopΓÇÖs Choice Band              | Stage=Pok├⌐mon Tool              | HP=  n/a | Prev=n/a                  | Move=n/a                       | Cost=n/a          | Dmg=n/a     
ID= 1182 | BossΓÇÖs Orders                  | Stage=Supporter                 | HP=  n/a | Prev=n/a                  | Move=n/a                       | Cost=n/a          | Dmg=n/a     
ID= 1194 | ColressΓÇÖs Tenacity             | Stage=Supporter                 | HP=  n/a | Prev=n/a                  | Move=n/a                       | Cost=n/a          | Dmg=n/a     
ID= 1210 | BrockΓÇÖs Scouting               | Stage=Supporter                 | HP=  n/a | Prev=n/a                  | Move=n/a                       | Cost=n/a          | Dmg=n/a     
ID= 1227 | Lillie's Determination         | Stage=Supporter                 | HP=  n/a | Prev=n/a                  | Move=n/a                       | Cost=n/a          | Dmg=n/a     
ID= 1255 | Postwick                       | Stage=Stadium                   | HP=  n/a | Prev=n/a                  | Move=n/a                       | Cost=n/a          | Dmg=n/a     

=== ALL SUPPORTERS ===
ID= 1181 | Billy & O'Nare                 | Supporter            | Eff=Draw 2 cards. Then, if you have 10 or more cards in your hand, draw 2 more cards.
ID= 1182 | BossΓÇÖs Orders                  | Supporter            | Eff=Switch in 1 of your opponentΓÇÖs Benched Pok├⌐mon to the Active Spot.
ID= 1183 | Perrin                         | Supporter            | Eff=Reveal up to 2 Pok├⌐mon in your hand and put them into your deck. If you do, search your deck for up to that many Pok├⌐mon
ID= 1184 | LanaΓÇÖs Aid                     | Supporter            | Eff=Put up to 3 in any combination of Pok├⌐mon that donΓÇÖt have a Rule Box and Basic Energy cards from your discard pile into 
ID= 1185 | ExplorerΓÇÖs Guidance            | Supporter            | Eff=Look at the top 6 cards of your deck and put 2 of them into your hand. Discard the other cards.
ID= 1186 | Eri                            | Supporter            | Eff=Your opponent reveals their hand, and you discard up to 2 Item cards you find there.
ID= 1187 | MortyΓÇÖs Conviction             | Supporter            | Eff=You can use this card only if you discard another card from your hand.  Draw a card for each of your opponentΓÇÖs Benched 
ID= 1188 | CiphermaniacΓÇÖs Codebreaking    | Supporter            | Eff=Search your deck for 2 cards, shuffle your deck, then put those cards on top of it in any order.
ID= 1189 | Salvatore                      | Supporter            | Eff=Search your deck for a card that has no Abilities and evolves from 1 of your Pok├⌐mon, and put it onto that Pok├⌐mon to ev
ID= 1190 | BiancaΓÇÖs Devotion              | Supporter            | Eff=Heal all damage from 1 of your Pok├⌐mon that has 30 HP or less remaining.
ID= 1191 | Kieran                         | Supporter            | Eff=Choose 1:  ΓÇó Switch your Active Pok├⌐mon with 1 of your Benched Pok├⌐mon. ΓÇó During this turn, attacks used by your Pok├⌐mon
ID= 1192 | Carmine                        | Supporter            | Eff=If you go first, you may use this card during your first turn.  Discard your hand and draw 5 cards.
ID= 1193 | Hassel                         | Supporter            | Eff=You can use this card only if any of your Pok├⌐mon were Knocked Out during your opponentΓÇÖs last turn.  Look at the top 8 
ID= 1194 | ColressΓÇÖs Tenacity             | Supporter            | Eff=Search your deck for a Stadium card and an Energy card, reveal them, and put them into your hand. Then, shuffle your dec
ID= 1195 | JanineΓÇÖs Secret Art            | Supporter            | Eff=Choose up to 2 of your {D} Pok├⌐mon. For each of those Pok├⌐mon, search your deck for a Basic {D} Energy card and attach i
ID= 1196 | Cassiopeia                     | Supporter            | Eff=You can use this card only when it is the last card in your hand.  Search your deck for up to 2 cards and put them into 
ID= 1197 | XerosicΓÇÖs Machinations         | Supporter            | Eff=Your opponent discards cards from their hand until they have 3 cards in their hand.
ID= 1198 | Crispin                        | Supporter            | Eff=Search your deck for up to 2 Basic Energy cards of different types, reveal them, and put 1 of them into your hand. Attac
ID= 1199 | Lacey                          | Supporter            | Eff=Shuffle your hand into your deck. Then, draw 4 cards. If your opponent has 3 or fewer Prize cards remaining, draw 8 card
ID= 1200 | Kofu                           | Supporter            | Eff=Put 2 cards from your hand on the bottom of your deck in any order. If you put 2 cards on the bottom of your deck in thi
ID= 1201 | Briar                          | Supporter            | Eff=You can use this card only if your opponent has exactly 2 Prize cards remaining.  During this turn, if your opponentΓÇÖs A
ID= 1202 | Drayton                        | Supporter            | Eff=Look at the top 7 cards of your deck. You may reveal a Pok├⌐mon and a Trainer card you find there and put them into your 
ID= 1203 | Surfer                         | Supporter            | Eff=Switch your Active Pok├⌐mon with 1 of your Benched Pok├⌐mon. If you do, draw cards until you have 5 cards in your hand.
ID= 1204 | LisiaΓÇÖs Appeal                 | Supporter            | Eff=Switch in 1 of your opponentΓÇÖs Benched Basic Pok├⌐mon to the Active Spot. If you do, the new Active Pok├⌐mon is now Confus
ID= 1205 | Cyrano                         | Supporter            | Eff=Search your deck for up to 3 Pok├⌐mon {ex}, reveal them, and put them into your hand. Then, shuffle your deck.
ID= 1206 | LarryΓÇÖs Skill                  | Supporter            | Eff=Discard your hand and search your deck for a Pok├⌐mon, a Supporter card, and a Basic Energy card, reveal them, and put th
ID= 1207 | Amarys                         | Supporter            | Eff=Draw 4 cards. At the end of this turn, if you have 5 or more cards in your hand, discard your hand.
ID= 1208 | IrisΓÇÖs Fighting Spirit         | Supporter            | Eff=You can use this card only if you discard another card from your hand.  Draw cards until you have 6 cards in your hand.
ID= 1209 | Ruffian                        | Supporter            | Eff=Discard a Pok├⌐mon Tool and a Special Energy from 1 of your opponentΓÇÖs Pok├⌐mon.
ID= 1210 | BrockΓÇÖs Scouting               | Supporter            | Eff=Search your deck for up to 2 Basic Pok├⌐mon or 1 Evolution Pok├⌐mon, reveal them, and put them into your hand. Then, shuff
ID= 1211 | Black BeltΓÇÖs Training          | Supporter            | Eff=During this turn, attacks used by your Pok├⌐mon do 40 more damage to your opponentΓÇÖs Active Pok├⌐mon {ex} (before applying
ID= 1212 | Cook                           | Supporter            | Eff=Heal 70 damage from your Active Pok├⌐mon.
ID= 1213 | Judge                          | Supporter            | Eff=Each player shuffles their hand into their deck and draws 4 cards.
ID= 1214 | Emcee's Hype                   | Supporter            | Eff=Draw 2 cards. If your opponent has 3 or fewer Prize cards remaining, draw 2 more cards.
ID= 1215 | Ethan's Adventure              | Supporter            | Eff=Search your deck for up to 3 in any combination of EthanΓÇÖs Pok├⌐mon and Basic {R} Energy cards, reveal them, and put them
ID= 1216 | Team Rocket's Ariana           | Supporter            | Eff=Draw cards until you have 5 cards in your hand. If all of your Pok├⌐mon in play are Team RocketΓÇÖs Pok├⌐mon, draw cards unt
ID= 1217 | Team Rocket's Archer           | Supporter            | Eff=You can use this card only if any of your Team RocketΓÇÖs Pok├⌐mon were Knocked Out during your opponentΓÇÖs last turn.  Each
ID= 1218 | Team Rocket's Giovanni         | Supporter            | Eff=Switch your Active Team RocketΓÇÖs Pok├⌐mon with 1 of your Benched Team RocketΓÇÖs Pok├⌐mon. If you do, switch in 1 of your op
ID= 1219 | Team Rocket's Petrel           | Supporter            | Eff=Search your deck for a Trainer card, reveal it, and put it into your hand. Then, shuffle your deck.
ID= 1220 | Team Rocket's Proton           | Supporter            | Eff=If you go first, you may use this card during your first turn.  Search your deck for up to 3 Basic Team RocketΓÇÖs Pok├⌐mon
ID= 1221 | N's Plan                       | Supporter            | Eff=Move up to 2 Energy from your Benched Pok├⌐mon to your Active Pok├⌐mon.
ID= 1222 | Fennel                         | Supporter            | Eff=Heal 40 damage from each of your Pok├⌐mon.
ID= 1223 | Harlequin                      | Supporter            | Eff=Each player shuffles their hand into their deck. Then, flip a coin. If heads, you draw 5 cards,┬áand your opponent draws 
ID= 1224 | Cheren                         | Supporter            | Eff=Draw 3 cards.
ID= 1225 | Hilda                          | Supporter            | Eff=Search your deck for an Evolution Pok├⌐mon and an Energy card, reveal them, and put them into your hand. Then, shuffle yo
ID= 1226 | Lt. Surge's Bargain            | Supporter            | Eff=Ask your opponent if each player may take a Prize card. If yes, each player takes a Prize card. If no, you draw 4 cards.
ID= 1227 | Lillie's Determination         | Supporter            | Eff=Shuffle your hand into your deck. Then, draw 6 cards. If you have exactly 6 Prize cards remaining, draw 8 cards instead.
ID= 1228 | Acerola's Mischief             | Supporter            | Eff=You can use this card only if your opponent has 2 or fewer Prize cards remaining.  Choose 1 of your Pok├⌐mon in play. Dur
ID= 1229 | Wally's Compassion             | Supporter            | Eff=Heal all damage from 1 of your Mega Evolution Pok├⌐mon {ex}. If you healed any damage in this way, put all Energy attache
ID= 1230 | Grimsley's Move                | Supporter            | Eff=Look at the top 7 cards of your deck and put a {D} Pok├⌐mon you find there onto your Bench. Shuffle the other cards and p
ID= 1231 | Dawn                           | Supporter            | Eff=Search your deck for a Basic Pok├⌐mon, a Stage 1 Pok├⌐mon, and a Stage 2 Pok├⌐mon, reveal them, and put them into your hand
ID= 1232 | Firebreather                   | Supporter            | Eff=Search your deck for up to 7 Basic {R} Energy cards, reveal them, and put them into your hand. Then, shuffle your deck.
ID= 1233 | Canari                         | Supporter            | Eff=You can use this card only if you discard another card from your hand.  Search your deck for up to 4 {L} Pok├⌐mon, reveal
ID= 1234 | Anthea & Concordia             | Supporter            | Eff=You can use this card only if you have NΓÇÖs Darmanitan, NΓÇÖs Zoroark {ex}, NΓÇÖs Vanilluxe, NΓÇÖs Klinklang, NΓÇÖs Reshiram, and
ID= 1235 | Waitress                       | Supporter            | Eff=Look at the top 6 cards of your deck and attach a Basic Energy card you find there to 1 of your Pok├⌐mon. Shuffle the oth
ID= 1236 | Urbain                         | Supporter            | Eff=Draw 3 cards.
ID= 1237 | Lucian                         | Supporter            | Eff=Each player shuffles their hand and puts it on the bottom of their deck. If either player put any cards on the bottom of
ID= 1238 | Tarragon                       | Supporter            | Eff=Put up to 4 in any combination of {F} Pok├⌐mon and Basic {F} Energy cards from your discard pile into your hand.
ID= 1239 | Naveen                         | Supporter            | Eff=Draw cards until you have 5 cards in your hand. Before drawing cards, you may discard any number of cards from your hand
ID= 1240 | Rosa's Encouragement           | Supporter            | Eff=You can use this card only if you have more Prize cards remaining than your opponent.  Attach up to 2 Basic Energy cards
ID= 1241 | Jacinthe                       | Supporter            | Eff=Heal 150 damage from 1 of your {P} Pok├⌐mon.

=== ALL ITEMS ===
ID= 1077 | Roto-Stick                     | Item                 | Eff=Look at the top 4 cards of your deck. You may reveal any number of Supporter cards you find there and put them into your
ID= 1078 | Hole-Digging Shovel            | Item                 | Eff=Discard the top 2 cards of your deck.
ID= 1079 | Rare Candy                     | Item                 | Eff=Choose 1 of your Basic Pok├⌐mon in play. If you have a Stage 2 card in your hand that evolves from that Pok├⌐mon, put that
ID= 1080 | Unfair Stamp                   | Item                 | Eff=You can use this card only if any of your Pok├⌐mon were Knocked Out during your opponentΓÇÖs last turn.  Each player shuffl
ID= 1081 | Enhanced Hammer                | Item                 | Eff=Discard a Special Energy from 1 of your opponentΓÇÖs Pok├⌐mon.
ID= 1082 | Hyper Aroma                    | Item                 | Eff=Search your deck for up to 3 Stage 1 Pok├⌐mon, reveal them, and put them into your hand. Then, shuffle your deck.
ID= 1083 | Love Ball                      | Item                 | Eff=Search your deck for a Pok├⌐mon with the same name as 1 of your opponentΓÇÖs Pok├⌐mon in play, reveal it, and put it into yo
ID= 1084 | Boxed Order                    | Item                 | Eff=Search your deck for up to 2 Item cards, reveal them, and put them into your hand. Then, shuffle your deck. Your turn en
ID= 1085 | Awakening Drum                 | Item                 | Eff=Draw a card for each of your Ancient Pok├⌐mon in play.
ID= 1086 | Buddy-Buddy Poffin             | Item                 | Eff=Search your deck for up to 2 Basic Pok├⌐mon with 70 HP or less and put them onto your Bench. Then, shuffle your deck.
ID= 1087 | Hand Trimmer                   | Item                 | Eff=Each player discards cards from their hand until they have 5 cards in their hand. Your opponent discards first. (If a pl
ID= 1088 | Prime Catcher                  | Item                 | Eff=Switch in 1 of your opponentΓÇÖs Benched Pok├⌐mon to the Active Spot. If you do, switch your Active Pok├⌐mon with 1 of your 
